"generations","lieu_naissance","geo_coord","effectif"
"1851-1875",Raisio,Point(22.169444444 60.486111111),1
"1851-1875",Nové Mesto nad Váhom,Point(17.833333333 48.783333333),1
"1851-1875",Freetown,Point(-13.233055555 8.483333333),1
"1851-1875",Milwaukee,Point(-87.95 43.05),1
"1851-1875",Flensburg,Point(9.436666666 54.781944444),1
"1851-1875",Beirut,Point(35.513055555 33.886944444),1
"1851-1875","Łęczno, West Pomeranian Voivodeship",Point(15.95 53.95),2
"1851-1875",Camberwell,Point(-0.0912 51.4736),1
"1851-1875",Cayrols,Point(2.233055555 44.831388888),1
"1851-1875",Lüneburg,Point(10.414444444 53.2525),1
"1851-1875",Celle,Point(10.0825 52.625555555),1
"1851-1875",Beder Parish,Point(10.21666667 56.05972222),1
"1851-1875",Toropetsky District,Point(31.6333 56.5),1
"1851-1875",Liège,Point(5.570555555 50.639722222),1
"1851-1875",Unley,Point(138.6 -34.95),1
"1851-1875",Bahia,Point(-41.69 -12.52),1
"1851-1875",Istanbul,Point(28.960277777 41.01),1
"1851-1875",Beleluia,Point(25.4775 48.498611111),2
"1851-1875",Breda,Point(4.775833333 51.588888888),1
"1851-1875",Glasgow,Point(-4.25 55.861111111),1
"1851-1875",Kaunas,Point(23.933333333 54.9),1
"1851-1875",Königsberg,Point(20.509305555 54.711472222),1
"1851-1875",Hamilton,Point(-4.039 55.777),1
"1851-1875",Linz,Point(14.286388888 48.305833333),1
"1851-1875",Dovzhanka,Point(25.470833333 49.565277777),1
"1851-1875",Sheffield,Point(-1.470277777 53.380833333),1
"1851-1875",Le Havre,Point(0.108055555 49.494166666),1
"1851-1875",Omaha,Point(-95.9375 41.258611111),1
"1851-1875",Moravia,Point(17.0 49.5),1
"1851-1875",Oleshnia,Point(31.151111111 51.953888888),1
"1851-1875",Guayaquil,Point(-79.8875 -2.19),1
"1851-1875",Böyük Kəhrizli,Point(47.172777777 40.022222222),1
"1851-1875",Lyon,Point(4.841388888 45.758888888),1
"1851-1875",Iași,Point(27.588888888 47.162222222),1
"1851-1875",Bridgewater,Point(-64.52 44.37),1
"1851-1875",Bakklandet,Point(10.40444444 63.42972222),1
"1851-1875",Verden,Point(9.230555555 52.921111111),1
"1851-1875",Trøgstad Municipality,Point(11.339722222 59.651388888),1
"1851-1875",Svelvik,Point(10.371666666 59.623611111),1
"1851-1875",Svelvik,Point(10.40225 59.60677),1
"1851-1875",Milan,Point(9.19 45.466944444),2
"1851-1875",Rendsburg,Point(9.664444444 54.304444444),2
"1851-1875",Apolda,Point(11.513888888 51.024722222),1
"1851-1875",Worcester,Point(-71.798888888 42.271388888),1
"1851-1875",Franklin County,Point(-84.88 38.24),1
"1851-1875",Lexington,Point(-84.494722222 38.029722222),1
"1851-1875",Estepona,Point(-5.133055555 36.433055555),1
"1851-1875",Knittelfeld,Point(14.829444444 47.215),1
"1851-1875",Furnes,Point(11.0211 60.8406),1
"1851-1875",Bristolville,Point(-80.8692 41.3875),1
"1851-1875",Vefsn Municipality,Point(13.250555555 65.799166666),1
"1851-1875",Pappenheim,Point(10.974444444 48.934722222),1
"1851-1875",Bârsana,Point(24.058607 47.824024),1
"1851-1875",Chatsworth,Point(-80.888333333 44.381666666),1
"1851-1875",Baltimore,Point(-76.615 39.286388888),2
"1851-1875",Petersburg,Point(-77.400417 37.21295),1
"1851-1875",Clapham Common,Point(-0.138 51.457),1
"1851-1875",Punta Arenas,Point(-70.908055555 -53.1625),1
"1851-1875",Cummertrees,Point(-3.35 54.9833),2
"1851-1875",Middelburg,Point(3.613611111 51.499722222),2
"1851-1875",Montemor-o-Novo,Point(-8.216666666 38.65),1
"1851-1875",Jakob and Johannes parish,Point(18.070555555 59.330416666),3
"1851-1875",Dorking,Point(-0.330555555 51.2325),1
"1851-1875",Fleckeby,Point(9.703611111 54.485),1
"1851-1875",Milly-la-Forêt,Point(2.466944444 48.404166666),1
"1851-1875",Plaue,Point(10.898888888 50.779444444),1
"1851-1875",Groveland,Point(-89.5331 40.5911),1
"1851-1875",Hale's Ford,Point(-79.69944444 37.12694444),1
"1851-1875",Fredensborg,Point(12.4 55.977777777),1
"1851-1875",Eidsvoll Municipality,Point(11.250833 60.3475),2
"1851-1875",Heerenveen,Point(6.0503 52.9658),1
"1851-1875",Geneva,Point(-88.31 41.89),1
"1851-1875",Oslo,Point(10.738888888 59.913333333),1
"1851-1875",Bonn,Point(7.099722222 50.733888888),1
"1851-1875",Bad Birnbach,Point(13.0898 48.44315),1
"1851-1875",Lisbon,Point(-9.139016 38.708042),1
"1851-1875",Mangualde,Point(-7.766666666 40.6),1
"1851-1875",Mudgee,Point(149.5872222 -32.6125),1
"1851-1875",New York City,Point(-74.0 40.7),1
"1851-1875",Drachten,Point(6.1 53.1),1
"1851-1875",Veur,Point(4.433333333 52.083333333),1
"1851-1875",Ludwigsburg,Point(9.191944444 48.8975),1
"1851-1875",Pavia,Point(9.155 45.185280555),1
"1851-1875",Asbach,Point(7.4245809 50.6671382),1
"1851-1875",Kenley,Point(-0.0969 51.3242),1
"1851-1875",Delémont,Point(7.347222222 47.365277777),1
"1851-1875",Berlin,Point(13.383333333 52.516666666),4
"1851-1875",Kälviä,Point(23.45289 63.86067),1
"1851-1875",Saint Petersburg,Point(30.316666666 59.95),5
"1851-1875",Embsen,Point(10.35 53.183333333),1
"1851-1875",Mabe,Point(-5.1326 50.1634),1
"1851-1875",Thurø,Point(10.6672 55.0456),1
"1851-1875",Xiamen,Point(118.081944444 24.479722222),1
"1851-1875",Chur,Point(9.52965 46.85212),1
"1851-1875",Neuchâtel,Point(6.930555555 46.990277777),1
"1851-1875",Carouge,Point(6.14037 46.18166),1
"1851-1875",Hokianga Harbour,Point(173.42 -35.417),1
"1851-1875",Bern,Point(7.44743 46.94798),1
"1851-1875",Elberfeld,Point(7.149167 51.257222),1
"1851-1875",Bad Kreuznach,Point(7.866944444 49.846944444),1
"1851-1875",Rottenburg am Neckar,Point(8.934444444 48.477222222),1
"1851-1875",Königshain-Wiederau,Point(12.8625 50.970833333),1
"1851-1875",Zürich,Point(8.541111111 47.374444444),2
"1851-1875",Amsterdam,Point(4.893611111 52.372777777),11
"1851-1875",Lagos,Point(-8.666666666 37.1),1
"1851-1875",Winschoten,Point(7.033333333 53.15),1
"1851-1875",Assens,Point(9.9 55.266666666),1
"1851-1875",Groningen,Point(6.5675 53.218888888),3
"1851-1875",Skovsbo Castle,Point(10.6325 55.393055555),1
"1851-1875",Fairmount,Point(-75.7903 38.0944),1
"1851-1875",Krupina,Point(19.066944444 48.35),1
"1851-1875",Białystok,Point(23.166666666 53.116666666),1
"1851-1875",Ferrières-en-Gâtinais,Point(2.789722222 48.090277777),1
"1851-1875",St Ive,Point(-4.382 50.48),1
"1851-1875",Berești,Point(27.88805556 46.09361111),1
"1851-1875",Ryde,Point(-1.1618 50.7271),1
"1851-1875",Basel,Point(7.590555555 47.560555555),1
"1851-1875",Christchurch,Point(172.6365 -43.530888888),2
"1851-1875",Utrecht,Point(5.121666666 52.090833333),1
"1851-1875",Balslev Parish,Point(9.89569444 55.42511111),1
"1851-1875",Barton-upon-Humber,Point(-0.45 53.6833),1
"1851-1875",Beaufort West,Point(22.583333333 -32.35),1
"1851-1875",Bochnia,Point(20.433333333 49.983333333),1
"1851-1875",Royan,Point(-1.043055555 45.623055555),1
"1851-1875",Brașov,Point(25.6 45.65),1
"1851-1875",Leicester,Point(-1.133333333 52.633333333),3
"1851-1875",Valladolid,Point(-4.728561111 41.651980555),1
"1851-1875",Gura Humorului,Point(25.8875 47.554166666),1
"1851-1875",London,Point(-0.1275 51.507222222),5
"1851-1875",Voorschoten,Point(4.445 52.125),1
"1851-1875",Pontru,Point(3.216388888 49.903888888),1
"1851-1875",Alexandria,Point(29.8925 31.1975),1
"1851-1875",Blackheath,Point(0.009 51.47),1
"1851-1875",Valencia,Point(-0.376388888 39.47),1
"1851-1875",Palma,Point(2.649722222 39.566666666),2
"1851-1875",Valence,Point(4.890833333 44.9325),1
"1851-1875",Harpen,Point(7.286666666 51.500277777),1
"1851-1875",Bodilsker Parish,Point(15.0726 55.0615),1
"1851-1875",Bogø Parish,Point(12.04794444 54.93205556),1
"1851-1875",Paris,Point(2.352222222 48.856666666),7
"1851-1875",Brussels metropolitan area,Point(4.3525 50.846666666),1
"1851-1875",Schaffhausen,Point(8.63386 47.69653),1
"1851-1875",Valle Municipality,Point(7.4725 59.164167),1
"1851-1875",Hillegom,Point(4.579444444 52.291666666),1
"1851-1875",Elizabethtown-Kitley,Point(-75.8833 44.7),1
"1851-1875",Alkmaar,Point(4.74403 52.6289),1
"1851-1875",Guiães,Point(-7.661111111 41.208888888),1
"1851-1875",Geetbets,Point(5.116666666 50.883333333),1
"1851-1875",Rakovník,Point(13.733472751 50.103792787),1
"1851-1875",Zundert,Point(4.66 51.4703),1
"1851-1875",Hove,Point(-0.1725 50.831111111),1
"1851-1875",Haarlem,Point(4.640555555 52.380277777),1
"1851-1875",Hoorn,Point(5.073333333 52.653333333),2
"1876-1900",Boston,Point(-71.057777777 42.360277777),1
"1876-1900",Leerbroek,Point(5.0514 51.9089),1
"1876-1900",Maldon,Point(0.675833333 51.731666666),1
"1876-1900",Morganton,Point(-81.692222222 35.7425),1
"1876-1900",Stuttgart,Point(9.18 48.7775),1
"1876-1900",Jutiapa,Point(-89.8925 14.282777777),1
"1876-1900",Jutiapa,Point(-89.895833333 14.291666666),1
"1876-1900",Baraboo,Point(-89.741666666 43.468055555),1
"1876-1900",Chacim,Point(-6.89693 41.46765),1
"1876-1900",Chacim,Point(-6.899444444 41.468888888),1
"1876-1900",Tacubaya,Point(-99.1872 19.4009),1
"1876-1900",Tacubaya,Point(-99.188055555 19.400277777),1
"1876-1900",San Sebastián,Point(-1.98 43.32),1
"1876-1900",Pungo-Andongo,Point(15.58333333 -9.66666667),1
"1876-1900",Hamar Municipality,Point(11.0783 60.79451),1
"1876-1900",Torpet,Point(11.7604 55.4433),1
"1876-1900",Jamestown,Point(-98.708444444 46.910555555),1
"1876-1900",Q10527327,Point(16.80425 58.908777777),1
"1876-1900",Hamburg,Point(10.0 53.55),3
"1876-1900",Sundvall parish,Point(17.29833333 62.39113889),1
"1876-1900",Mount Laurel,Point(-74.891111111 39.933888888),1
"1876-1900",Mount Laurel,Point(-74.9002 39.949),1
"1876-1900",parish Örby-Skene,Point(12.695277777 57.481388888),1
"1876-1900",Hacıvelioba,Point(27.647837 40.047634),1
"1876-1900",Prague,Point(14.421388888 50.0875),4
"1876-1900",San Vicente,Point(-88.783641666 13.643286111),1
"1876-1900",Maaseik,Point(5.785555555 51.101944444),1
"1876-1900",Gualtieri,Point(10.633333333 44.9),1
"1876-1900",Chera,Point(-0.9729021 39.5931474),1
"1876-1900",Manhattan,Point(-73.994166666 40.728333333),1
"1876-1900",Kilingi-Nõmme,Point(24.961388888 58.149722222),1
"1876-1900",Tianjin,Point(117.205555555 39.146666666),1
"1876-1900",Lahore,Point(74.343611111 31.549722222),1
"1876-1900",Yurimaguas,Point(-76.083333333 -5.9),1
"1876-1900",Nagyberény,Point(18.168411111 46.7978),1
"1876-1900",Velké Zboží,Point(15.1014 50.1644),1
"1876-1900",Aargau,Point(8.11 47.418),1
"1876-1900",Batavia,Point(106.813222 -6.134836),1
"1876-1900",Xiangxiang,Point(112.52229 27.73894),3
"1876-1900",Watertown,Point(-88.716666666 43.2),1
"1876-1900",Corfu,Point(19.87 39.6),1
"1876-1900",Astoria,Point(-73.92382 40.764587),1
"1876-1900",Hornborg,Point(9.6647 55.8547),1
"1876-1900",Ommestrup,Point(10.395833333 56.326388888),1
"1876-1900",Dundee,Point(-2.97 56.464),1
"1876-1900",Kandilli,Point(29.057777777 41.073055555),1
"1876-1900",Bodbiskhevi,Point(45.946388888 41.590278055),1
"1876-1900",Schaerbeek,Point(4.373611111 50.8675),1
"1876-1900",Grenoble,Point(5.726388888 45.186944444),1
"1876-1900",Antwerp,Point(4.399722222 51.221111111),4
"1876-1900",Ghent,Point(3.725277777 51.053611111),3
"1876-1900",Chicago,Point(-87.65005 41.85003),1
"1876-1900",Hyōgo Prefecture,Point(135.183083333 34.69125),1
"1876-1900",Arnhem,Point(5.916666666 51.983333333),1
"1876-1900",Oran,Point(-0.633055555 35.696944444),1
"1876-1900",Taihu County,Point(116.30043 30.45369),1
"1876-1900",Ravenna,Point(12.201666666 44.416111111),1
"1876-1900",Delhi,Point(77.216666666 28.666666666),2
"1876-1900",Yeniseysk,Point(92.133333333 58.466666666),1
"1876-1900",Hyderabad,Point(78.474722222 17.361666666),1
"1876-1900",Orange,Point(-78.1097 38.2458),1
"1876-1900",Livonia Governorate,Point(24.106944444 56.9475),1
"1876-1900",Kashin,Point(37.603888888 57.36),1
"1876-1900",Manila,Point(120.977222222 14.595833333),1
"1876-1900",Bordeaux,Point(-0.579444444 44.837777777),2
"1876-1900",Buenos Aires,Point(-58.381944444 -34.599722222),3
"1876-1900",Mexico City,Point(-99.145555555 19.419444444),1
"1876-1900",Zboriv,Point(25.146931109 49.661605155),1
"1876-1900",La Paz,Point(-68.133333333 -16.495833333),1
"1876-1900",Barcelona,Point(2.176944444 41.3825),1
"1876-1900",Tennessee,Point(-86.0 36.0),1
"1876-1900",Castelló de la Plana,Point(-0.037438888 39.985980555),2
"1876-1900",Stegopul,Point(20.251 40.094),1
"1876-1900",Athens,Point(23.728055555 37.984166666),2
"1876-1900",Havana,Point(-82.358888888 23.136666666),1
"1876-1900",Sumy,Point(34.799166666 50.906666666),1
"1876-1900",Haukivuori,Point(27.208333333 62.020833333),1
"1876-1900",Tivoli,Point(12.8 41.966666666),1
"1876-1900",Ruse,Point(25.953907 43.844532),1
"1876-1900",Diekirch,Point(6.156666666 49.868055555),1
"1876-1900",Herbrechtingen,Point(10.173888888 48.625277777),1
"1876-1900",Gemaingoutte,Point(7.085833333 48.253888888),1
"1876-1900",Uchizy,Point(4.885833333 46.503611111),1
"1876-1900",Charlotte,Point(-80.843333333 35.226944444),1
"1876-1900",Doesburg,Point(6.133333333 52.016666666),1
"1876-1900",Thames,Point(175.5405 -37.1384),1
"1876-1900",Jiangsu,Point(120.0 33.0),1
"1876-1900",Dresden,Point(13.74 51.05),1
"1876-1900",Magdeburg,Point(11.6399609 52.1315889),1
"1876-1900",São Paulo,Point(-46.633947222 -23.550394444),2
"1876-1900",Vienna,Point(16.3725 48.208333333),7
"1876-1900",Ranchi,Point(85.334722222 23.355555555),1
"1876-1900",Copenhagen,Point(12.568888888 55.676111111),5
"1876-1900",Bessarabia,Point(29.0 46.833333333),1
"1876-1900",Stockholm,Point(18.068611111 59.329444444),1
"1876-1900",Villamayor de Campos,Point(-5.359166666 41.898888888),1
"1876-1900",Madras Presidency,Point(80.27 13.08),1
"1876-1900",Bratislava,Point(17.112777777 48.144722222),1
"1876-1900",Budapest,Point(19.040833333 47.498333333),3
"1876-1900",Petergof,Point(29.9 59.88333),1
"1876-1900",Pori,Point(21.7975 61.486666666),1
"1876-1900",Lechenich,Point(6.766666666 50.8),1
"1876-1900",Manchester,Point(-2.233333333 53.466666666),2
"1876-1900",Ibadan,Point(3.916666666 7.396388888),1
"1876-1900",Preston,Point(-2.698055555 53.759444444),1
"1876-1900",Wawanesa,Point(-99.6833 49.5167),1
"1876-1900",Brooklyn,Point(-73.990277777 40.692777777),1
"1876-1900",Cholet,Point(-0.879722222 47.058888888),1
"1876-1900",Missoula,Point(-114.011666666 46.8625),1
"1876-1900",Westminster,Point(-0.1333 51.4995),1
"1876-1900",Sète,Point(3.696666666 43.404444444),1
"1876-1900",Aberfeldy,Point(146.366666666 -37.683333333),1
"1876-1900",Bucharest,Point(26.097777777 44.413361111),1
"1876-1900",Hasparren,Point(-1.304722222 43.384444444),1
"1876-1900",Zhangshu,Point(115.5375 28.066666666),1
"1876-1900",Hatfield,Point(-0.225833333 51.763611111),1
"1876-1900",Neu Samara Colony,Point(53.48231667 52.84984167),1
"1876-1900",Munktorp,Point(16.128795651 59.530540806),1
"1876-1900",Bozieni,Point(28.65 46.75),1
"1876-1900",Obeliai,Point(25.8 55.941666666),1
"1876-1900",Klieck,Point(26.637222222 53.063611111),1
"1876-1900",Swindon,Point(-1.781111111 51.558333333),1
"1876-1900",Roxbury,Point(-71.095277777 42.325),1
"1876-1900",Huddersfield,Point(-1.779722222 53.645),1
"1876-1900",Raigad district,Point(72.88 18.65),1
"1876-1900",Giurgiu,Point(25.966666666 43.9),1
"1876-1900",Târgu Jiu,Point(23.274722222 45.034166666),1
"1876-1900",Morlaix,Point(-3.827777777 48.5775),1
"1876-1900",Tapalpa Municipality,Point(-103.73757 19.95041),1
"1876-1900",Tsu,Point(136.505777777 34.718444444),1
"1876-1900",Chalon-sur-Saône,Point(4.853888888 46.781111111),1
"1876-1900",Florence,Point(11.254166666 43.771388888),1
"1876-1900",Alexandria,Point(-74.633055555 45.309444444),1
"1876-1900",Corjova,Point(29.13333333 47.3),1
"1876-1900",Ixelles - Elsene,Point(4.366944444 50.833055555),1
"1876-1900",Anykščiai District Municipality,Point(25.1 55.533333333),1
"1876-1900",Mannheim,Point(8.466111111 49.487777777),1
"1876-1900",Chișinău,Point(28.835277777 47.022777777),1
"1876-1900",Cicalengka,Point(107.874722222 -7.008888888),1
"1876-1900",Vilnius,Point(25.28 54.687222222),1
"1876-1900",Woodbine,Point(-96.96 38.7956),1
"1876-1900",Horodok,Point(26.566666666 49.166666666),1
"1876-1900",Kulashi,Point(42.345555555 42.204166666),1
"1876-1900",Seen,Point(8.76972 47.4764),1
"1876-1900",Metz,Point(6.176944444 49.119722222),1
"1876-1900",Pannal,Point(-1.536230555 53.960938888),1
"1876-1900",Nashville,Point(-86.774444444 36.162222222),1
"1876-1900",Edinburgh,Point(-3.189166666 55.953333333),1
"1876-1900",Atlanta,Point(-84.390277777 33.756944444),1
"1876-1900",Acapulco de Juárez Municipality,Point(-99.82083333 16.92222222),1
"1876-1900","5th arrondissement of Paris",Point(2.344444444 48.847222222),1
"1876-1900",Talbingo,Point(148.3 -35.566666666),1
"1876-1900",Talbingo,Point(148.3011111 -35.581666666),1
"1876-1900",City of Brussels,Point(4.351666666 50.846666666),2
"1876-1900",Romans-sur-Isère,Point(5.050833333 45.045555555),1
"1876-1900",Brussels-Capital Region,Point(4.3525 50.846666666),1
"1876-1900",St Mary Bourne,Point(-1.39 51.25),1
"1876-1900",Corozal,Point(-75.293333333 9.316944444),1
"1876-1900",Pinar del Río,Point(-83.671944444 22.412222222),1
"1876-1900",Choueifat,Point(35.516666666 33.816666666),1
"1876-1900",Hillsboro,Point(-80.2125 38.138055555),1
"1876-1900",Aarhus,Point(10.209722222 56.156388888),1
"1876-1900",Funchal,Point(-16.916666666 32.65),1
"1876-1900",St. Gallen,Point(9.377222222 47.423333333),1
"1876-1900",Osgood,Point(-93.3489 40.1992),1
"1876-1900",Zlatopol,Point(31.653888888 48.821944444),1
"1876-1900",Dejvice,Point(14.37444 50.10472),1
"1876-1900",Talanga,Point(-87.081119444 14.404305555),1
"1876-1900",Hesselager,Point(10.7458 55.1756),1
"1876-1900",Moukhtara,Point(35.613877 33.658863),2
"1876-1900",Jepara,Point(110.675833333 -6.573611111),1
"1876-1900",Bergen,Point(5.323333333 60.3925),1
"1876-1900",Poznań,Point(16.933611111 52.408333333),2
"1876-1900",Davenport,Point(-90.590833333 41.543055555),1
"1876-1900",Warsaw,Point(21.011111111 52.23),4
"1876-1900","8th arrondissement of Paris",Point(2.311111111 48.874166666),1
"1876-1900","9th arrondissement of Paris",Point(2.336966666 48.878280555),2
"1876-1900",Baudour,Point(3.831666666 50.483333333),1
"1876-1900",Madrid,Point(-3.703333333 40.416944444),2
"1876-1900",Halle (Saale),Point(11.969722222 51.482777777),1
"1876-1900",Concord,Point(-71.538055555 43.206666666),1
"1876-1900",Le François,Point(-60.9025 14.615277777),1
"1876-1900",Freiburg im Breisgau,Point(7.85 47.995),1
"1876-1900",Ampsin,Point(5.2878 50.5397),1
"1876-1900",Rostock,Point(12.133333333 54.083333333),1
"1876-1900",Lima,Point(-77.0375 -12.06),1
"1876-1900",Baakleen,Point(35.558195 33.679854),1
"1876-1900",Hamm,Point(7.816666666 51.666666666),1
"1876-1900",Santiago,Point(-70.65 -33.4375),2
"1876-1900",Kensington,Point(-0.1909 51.5004),1
"1876-1900",Sucre,Point(-65.26 -19.0475),1
"1876-1900",Hauwert,Point(5.0989 52.7075),1
"1876-1900",Lampazos de Naranjo,Point(-100.504323611 27.025312222),1
"1876-1900",Asyut,Point(31.171388888 27.186944444),1
"1876-1900",United States of America,Point(-98.5795 39.828175),1
"1876-1900",Frederiksberg,Point(12.536388888 55.6775),2
"1876-1900",Offenbach am Main,Point(8.766666666 50.1),1
"1876-1900",Pforzheim,Point(8.705 48.895),1
"1876-1900",Pforzheim,Point(8.71083 48.89),1
"1876-1900",Cartago,Point(-83.920441666 9.864211111),1
"1876-1900",Paysandú,Point(-58.075555555 -32.32),1
"1876-1900",Weilerbach,Point(6.383333333 49.833333333),1
"1876-1900",Kraków,Point(19.937222222 50.061388888),1
"1876-1900",Jena,Point(11.586388888 50.927222222),1
"1876-1900",Le Creusot,Point(4.440277777 46.800555555),1
"1876-1900",Hartford,Point(-72.685 41.763333333),1
"1876-1900","5th arrondissement of Lyon",Point(4.799044444 45.75845),1
"1876-1900",Bârlad,Point(27.666666666 46.216666666),1
"1876-1900",Montreal,Point(-73.561666666 45.508888888),3
"1876-1900",Oxford,Point(-1.257777777 51.751944444),1
"1876-1900",Russian Empire,Point(70.1167 58.65),1
"1876-1900",Adolf Fredriks parish,Point(18.060111111 59.337944444),2
"1876-1900",Maria Magdalena parish,Point(18.06721667 59.31899444),1
"1876-1900",New Orleans,Point(-90.078333333 29.976111111),1
"1876-1900",Santo Domingo,Point(-69.893333333 18.476388888),2
"1876-1900",Colombo,Point(79.833333333 6.916666666),1
"1876-1900",Faaborg,Point(10.242222222 55.095),1
"1876-1900",Lviv,Point(24.032222222 49.8425),1
"1876-1900",Ambriz,Point(13.1167 -7.85),1
"1876-1900",Ankara,Point(32.83869 39.93576),1
"1876-1900",Porto,Point(-8.610777777 41.149472222),1
"1876-1900",Cologne,Point(6.957777777 50.942222222),1
"1876-1900",Otavalo Canton,Point(-78.26666667 0.23333333),1
"1876-1900",The Hague,Point(4.31 52.08),1
"1876-1900",Cherbourg,Point(-1.6 49.63333333),1
"1876-1900",San Lorenzo de El Escorial,Point(-4.142777777 40.593611111),1
"1876-1900",Milwaukee,Point(-87.95 43.05),1
"1876-1900",Italy,Point(12.5 42.5),1
"1876-1900",Beirut,Point(35.513055555 33.886944444),3
